token,surprisal,token_id,model,condition,phenomenon,test_item,original_condition
Ġgirls,8.231786,1,text-davinci-002,grammatical,Comparative Sentences,TS 7,ungrammatical
Ġgraduated,9.725746,2,text-davinci-002,grammatical,Comparative Sentences,TS 7,ungrammatical
Ġfrom,0.46688437,3,text-davinci-002,grammatical,Comparative Sentences,TS 7,ungrammatical
Ġhigh,0.82892376,4,text-davinci-002,grammatical,Comparative Sentences,TS 7,ungrammatical
Ġschool,0.017224947,5,text-davinci-002,grammatical,Comparative Sentences,TS 7,ungrammatical
Ġlast,3.1123223,6,text-davinci-002,grammatical,Comparative Sentences,TS 7,ungrammatical
Ġyear,0.107075594,7,text-davinci-002,grammatical,Comparative Sentences,TS 7,ungrammatical
Ġthan,0.19493833,8,text-davinci-002,grammatical,Comparative Sentences,TS 7,ungrammatical
Ġboys,2.076367,9,text-davinci-002,grammatical,Comparative Sentences,TS 7,ungrammatical
Ġdid,3.1670253,10,text-davinci-002,grammatical,Comparative Sentences,TS 7,ungrammatical
More,7.7451215,0,text-davinci-002,ungrammatical,Comparative Sentences,TS 7,ungrammatical
Ġgirls,8.231786,1,text-davinci-002,ungrammatical,Comparative Sentences,TS 7,ungrammatical
Ġgraduated,9.725746,2,text-davinci-002,ungrammatical,Comparative Sentences,TS 7,ungrammatical
Ġfrom,0.46688437,3,text-davinci-002,ungrammatical,Comparative Sentences,TS 7,ungrammatical
Ġhigh,0.82892376,4,text-davinci-002,ungrammatical,Comparative Sentences,TS 7,ungrammatical
Ġschool,0.017224947,5,text-davinci-002,ungrammatical,Comparative Sentences,TS 7,ungrammatical
Ġlast,3.1123223,6,text-davinci-002,ungrammatical,Comparative Sentences,TS 7,ungrammatical
Ġyear,0.107075594,7,text-davinci-002,ungrammatical,Comparative Sentences,TS 7,ungrammatical
Ġthan,0.19493833,8,text-davinci-002,ungrammatical,Comparative Sentences,TS 7,ungrammatical
ĠJohn,13.462615,9,text-davinci-002,ungrammatical,Comparative Sentences,TS 7,ungrammatical
Ġdid,8.613296,10,text-davinci-002,ungrammatical,Comparative Sentences,TS 7,ungrammatical
This,4.883957,0,text-davinci-002,grammatical,Comparative Sentences,TS 8,ungrammatical
Ġsemester,8.384912,1,text-davinci-002,grammatical,Comparative Sentences,TS 8,ungrammatical
Ġmore,8.873144,2,text-davinci-002,grammatical,Comparative Sentences,TS 8,ungrammatical
Ġforeign,8.344248,3,text-davinci-002,grammatical,Comparative Sentences,TS 8,ungrammatical
Ġapplicants,7.5011806,4,text-davinci-002,grammatical,Comparative Sentences,TS 8,ungrammatical
Ġgot,6.92191,5,text-davinci-002,grammatical,Comparative Sentences,TS 8,ungrammatical
Ġinto,2.0138836,6,text-davinci-002,grammatical,Comparative Sentences,TS 8,ungrammatical
ĠStanford,4.8119144,7,text-davinci-002,grammatical,Comparative Sentences,TS 8,ungrammatical
Ġthan,0.76275134,8,text-davinci-002,grammatical,Comparative Sentences,TS 8,ungrammatical
ĠAmericans,4.2359004,9,text-davinci-002,grammatical,Comparative Sentences,TS 8,ungrammatical
Ġdid,3.1926289,10,text-davinci-002,grammatical,Comparative Sentences,TS 8,ungrammatical
This,4.883957,0,text-davinci-002,ungrammatical,Comparative Sentences,TS 8,ungrammatical
Ġsemester,8.384912,1,text-davinci-002,ungrammatical,Comparative Sentences,TS 8,ungrammatical
Ġmore,8.873144,2,text-davinci-002,ungrammatical,Comparative Sentences,TS 8,ungrammatical
Ġforeign,8.344248,3,text-davinci-002,ungrammatical,Comparative Sentences,TS 8,ungrammatical
Ġapplicants,7.5011806,4,text-davinci-002,ungrammatical,Comparative Sentences,TS 8,ungrammatical
Ġgot,6.92191,5,text-davinci-002,ungrammatical,Comparative Sentences,TS 8,ungrammatical
Ġinto,2.0138836,6,text-davinci-002,ungrammatical,Comparative Sentences,TS 8,ungrammatical
ĠStanford,4.8119144,7,text-davinci-002,ungrammatical,Comparative Sentences,TS 8,ungrammatical
Ġthan,0.76275134,8,text-davinci-002,ungrammatical,Comparative Sentences,TS 8,ungrammatical
ĠMarie,16.675014,9,text-davinci-002,ungrammatical,Comparative Sentences,TS 8,ungrammatical
Ġdid,5.0769196,10,text-davinci-002,ungrammatical,Comparative Sentences,TS 8,ungrammatical
More,7.7451215,0,text-davinci-002,grammatical,Comparative Sentences,TS 9,ungrammatical
Ġboys,9.656259,1,text-davinci-002,grammatical,Comparative Sentences,TS 9,ungrammatical
Ġgot,6.984781,2,text-davinci-002,grammatical,Comparative Sentences,TS 9,ungrammatical
Ġan,5.0214405,3,text-davinci-002,grammatical,Comparative Sentences,TS 9,ungrammatical
ĠA,2.7531705,4,text-davinci-002,grammatical,Comparative Sentences,TS 9,ungrammatical
Ġon,4.3648,5,text-davinci-002,grammatical,Comparative Sentences,TS 9,ungrammatical
Ġthe,0.66649973,6,text-davinci-002,grammatical,Comparative Sentences,TS 9,ungrammatical
Ġexam,6.06511,7,text-davinci-002,grammatical,Comparative Sentences,TS 9,ungrammatical
Ġyesterday,7.8852625,8,text-davinci-002,grammatical,Comparative Sentences,TS 9,ungrammatical
Ġthan,0.46572152,9,text-davinci-002,grammatical,Comparative Sentences,TS 9,ungrammatical
Ġthe,2.732185,10,text-davinci-002,grammatical,Comparative Sentences,TS 9,ungrammatical
Ġgirls,0.8006067,11,text-davinci-002,grammatical,Comparative Sentences,TS 9,ungrammatical
Ġdid,1.675817,12,text-davinci-002,grammatical,Comparative Sentences,TS 9,ungrammatical
More,7.7451215,0,text-davinci-002,ungrammatical,Comparative Sentences,TS 9,ungrammatical
Ġboys,9.656259,1,text-davinci-002,ungrammatical,Comparative Sentences,TS 9,ungrammatical
Ġgot,6.984781,2,text-davinci-002,ungrammatical,Comparative Sentences,TS 9,ungrammatical
Ġan,5.0214405,3,text-davinci-002,ungrammatical,Comparative Sentences,TS 9,ungrammatical
ĠA,2.7531705,4,text-davinci-002,ungrammatical,Comparative Sentences,TS 9,ungrammatical
Ġon,4.3648,5,text-davinci-002,ungrammatical,Comparative Sentences,TS 9,ungrammatical
Ġthe,0.66649973,6,text-davinci-002,ungrammatical,Comparative Sentences,TS 9,ungrammatical
Ġexam,6.06511,7,text-davinci-002,ungrammatical,Comparative Sentences,TS 9,ungrammatical
Ġyesterday,7.8852625,8,text-davinci-002,ungrammatical,Comparative Sentences,TS 9,ungrammatical
Ġthan,0.46572152,9,text-davinci-002,ungrammatical,Comparative Sentences,TS 9,ungrammatical
Ġshe,9.071413,10,text-davinci-002,ungrammatical,Comparative Sentences,TS 9,ungrammatical
Ġdid,0.67052495,11,text-davinci-002,ungrammatical,Comparative Sentences,TS 9,ungrammatical
Last,7.791672,0,text-davinci-002,grammatical,Comparative Sentences,TS 10,ungrammatical
Ġmonth,2.920197,1,text-davinci-002,grammatical,Comparative Sentences,TS 10,ungrammatical
Ġmore,8.5992565,2,text-davinci-002,grammatical,Comparative Sentences,TS 10,ungrammatical
Ġcouples,10.816395,3,text-davinci-002,grammatical,Comparative Sentences,TS 10,ungrammatical
Ġhad,4.1684785,4,text-davinci-002,grammatical,Comparative Sentences,TS 10,ungrammatical
Ġtheir,1.609644,5,text-davinci-002,grammatical,Comparative Sentences,TS 10,ungrammatical
Ġsecond,5.926112,6,text-davinci-002,grammatical,Comparative Sentences,TS 10,ungrammatical
Ġchild,1.8259445,7,text-davinci-002,grammatical,Comparative Sentences,TS 10,ungrammatical
Ġthan,0.4590363,8,text-davinci-002,grammatical,Comparative Sentences,TS 10,ungrammatical
Ġsingle,5.1544704,9,text-davinci-002,grammatical,Comparative Sentences,TS 10,ungrammatical
Ġparents,1.955094,10,text-davinci-002,grammatical,Comparative Sentences,TS 10,ungrammatical
Ġdid,2.6765342,11,text-davinci-002,grammatical,Comparative Sentences,TS 10,ungrammatical
Last,7.791672,0,text-davinci-002,ungrammatical,Comparative Sentences,TS 10,ungrammatical
Ġmonth,2.920197,1,text-davinci-002,ungrammatical,Comparative Sentences,TS 10,ungrammatical
Ġmore,8.5992565,2,text-davinci-002,ungrammatical,Comparative Sentences,TS 10,ungrammatical
Ġcouples,10.816395,3,text-davinci-002,ungrammatical,Comparative Sentences,TS 10,ungrammatical
Ġhad,4.1684785,4,text-davinci-002,ungrammatical,Comparative Sentences,TS 10,ungrammatical
Ġtheir,1.609644,5,text-davinci-002,ungrammatical,Comparative Sentences,TS 10,ungrammatical
Ġsecond,5.926112,6,text-davinci-002,ungrammatical,Comparative Sentences,TS 10,ungrammatical
Ġchild,1.8259445,7,text-davinci-002,ungrammatical,Comparative Sentences,TS 10,ungrammatical
Ġthan,0.4590363,8,text-davinci-002,ungrammatical,Comparative Sentences,TS 10,ungrammatical
ĠSandra,15.796894,9,text-davinci-002,ungrammatical,Comparative Sentences,TS 10,ungrammatical
's,5.863997,10,text-davinci-002,ungrammatical,Comparative Sentences,TS 10,ungrammatical
Ġsister,4.6510363,11,text-davinci-002,ungrammatical,Comparative Sentences,TS 10,ungrammatical
Ġdid,2.8089538,12,text-davinci-002,ungrammatical,Comparative Sentences,TS 10,ungrammatical
This,4.883957,0,text-davinci-002,grammatical,Intrusive Resumption,TS 1,grammatical
Ġis,1.4485854,1,text-davinci-002,grammatical,Intrusive Resumption,TS 1,grammatical
Ġthe,1.7212331,2,text-davinci-002,grammatical,Intrusive Resumption,TS 1,grammatical
Ġboy,11.289522,3,text-davinci-002,grammatical,Intrusive Resumption,TS 1,grammatical
Ġthat,2.4626212,4,text-davinci-002,grammatical,Intrusive Resumption,TS 1,grammatical
Ġthe,4.0535746,5,text-davinci-002,grammatical,Intrusive Resumption,TS 1,grammatical
Ġcop,8.516776,6,text-davinci-002,grammatical,Intrusive Resumption,TS 1,grammatical
Ġwho,3.5454473,7,text-davinci-002,grammatical,Intrusive Resumption,TS 1,grammatical
Ġwas,2.567378,8,text-davinci-002,grammatical,Intrusive Resumption,TS 1,grammatical
Ġleading,8.856105,9,text-davinci-002,grammatical,Intrusive Resumption,TS 1,grammatical
Ġthe,0.43165877,10,text-davinci-002,grammatical,Intrusive Resumption,TS 1,grammatical
Ġoperation,5.1117864,11,text-davinci-002,grammatical,Intrusive Resumption,TS 1,grammatical
Ġbeat,7.572768,12,text-davinci-002,grammatical,Intrusive Resumption,TS 1,grammatical
Ġup,1.0077695,13,text-davinci-002,grammatical,Intrusive Resumption,TS 1,grammatical
This,4.883957,0,text-davinci-002,ungrammatical,Intrusive Resumption,TS 1,grammatical
Ġis,1.4485854,1,text-davinci-002,ungrammatical,Intrusive Resumption,TS 1,grammatical
Ġthe,1.7212331,2,text-davinci-002,ungrammatical,Intrusive Resumption,TS 1,grammatical
Ġboy,11.289522,3,text-davinci-002,ungrammatical,Intrusive Resumption,TS 1,grammatical
Ġthat,2.4626203,4,text-davinci-002,ungrammatical,Intrusive Resumption,TS 1,grammatical
Ġthe,4.0535746,5,text-davinci-002,ungrammatical,Intrusive Resumption,TS 1,grammatical
Ġcop,8.516775,6,text-davinci-002,ungrammatical,Intrusive Resumption,TS 1,grammatical
Ġwho,3.5454464,7,text-davinci-002,ungrammatical,Intrusive Resumption,TS 1,grammatical
Ġwas,2.5673795,8,text-davinci-002,ungrammatical,Intrusive Resumption,TS 1,grammatical
Ġleading,8.856105,9,text-davinci-002,ungrammatical,Intrusive Resumption,TS 1,grammatical
Ġthe,0.43165877,10,text-davinci-002,ungrammatical,Intrusive Resumption,TS 1,grammatical
Ġoperation,5.1117864,11,text-davinci-002,ungrammatical,Intrusive Resumption,TS 1,grammatical
Ġbeat,7.572768,12,text-davinci-002,ungrammatical,Intrusive Resumption,TS 1,grammatical
Ġhim,3.5230148,13,text-davinci-002,ungrammatical,Intrusive Resumption,TS 1,grammatical
Ġup,1.3438115,14,text-davinci-002,ungrammatical,Intrusive Resumption,TS 1,grammatical
This,4.883957,0,text-davinci-002,grammatical,Intrusive Resumption,TS 2,grammatical
Ġis,1.4485854,1,text-davinci-002,grammatical,Intrusive Resumption,TS 2,grammatical
Ġthe,1.7212331,2,text-davinci-002,grammatical,Intrusive Resumption,TS 2,grammatical
Ġgirl,9.646269,3,text-davinci-002,grammatical,Intrusive Resumption,TS 2,grammatical
Ġthat,1.9380502,4,text-davinci-002,grammatical,Intrusive Resumption,TS 2,grammatical
Ġthe,4.266304,5,text-davinci-002,grammatical,Intrusive Resumption,TS 2,grammatical
Ġchild,7.4946194,6,text-davinci-002,grammatical,Intrusive Resumption,TS 2,grammatical
Ġwho,3.8129175,7,text-davinci-002,grammatical,Intrusive Resumption,TS 2,grammatical
Ġwas,1.8524613,8,text-davinci-002,grammatical,Intrusive Resumption,TS 2,grammatical
Ġplaying,4.498322,9,text-davinci-002,grammatical,Intrusive Resumption,TS 2,grammatical
Ġwith,0.985184,10,text-davinci-002,grammatical,Intrusive Resumption,TS 2,grammatical
Ġthe,1.0470582,11,text-davinci-002,grammatical,Intrusive Resumption,TS 2,grammatical
Ġdoll,3.95353,12,text-davinci-002,grammatical,Intrusive Resumption,TS 2,grammatical
Ġloved,7.541788,13,text-davinci-002,grammatical,Intrusive Resumption,TS 2,grammatical
This,4.8839574,0,text-davinci-002,ungrammatical,Intrusive Resumption,TS 2,grammatical
Ġis,1.4485854,1,text-davinci-002,ungrammatical,Intrusive Resumption,TS 2,grammatical
Ġthe,1.7212328,2,text-davinci-002,ungrammatical,Intrusive Resumption,TS 2,grammatical
Ġgirl,9.646269,3,text-davinci-002,ungrammatical,Intrusive Resumption,TS 2,grammatical
Ġthat,1.9380506,4,text-davinci-002,ungrammatical,Intrusive Resumption,TS 2,grammatical
Ġthe,4.266303,5,text-davinci-002,ungrammatical,Intrusive Resumption,TS 2,grammatical
Ġchild,7.4946184,6,text-davinci-002,ungrammatical,Intrusive Resumption,TS 2,grammatical
Ġwho,3.8129187,7,text-davinci-002,ungrammatical,Intrusive Resumption,TS 2,grammatical
Ġwas,1.8524613,8,text-davinci-002,ungrammatical,Intrusive Resumption,TS 2,grammatical
Ġplaying,4.4983215,9,text-davinci-002,ungrammatical,Intrusive Resumption,TS 2,grammatical
Ġwith,0.985184,10,text-davinci-002,ungrammatical,Intrusive Resumption,TS 2,grammatical
Ġthe,1.0470582,11,text-davinci-002,ungrammatical,Intrusive Resumption,TS 2,grammatical
Ġdoll,3.95353,12,text-davinci-002,ungrammatical,Intrusive Resumption,TS 2,grammatical
Ġloved,7.5373907,13,text-davinci-002,ungrammatical,Intrusive Resumption,TS 2,grammatical
Ġher,5.6975126,14,text-davinci-002,ungrammatical,Intrusive Resumption,TS 2,grammatical
This,4.883957,0,text-davinci-002,grammatical,Intrusive Resumption,TS 3,grammatical
Ġis,1.4485854,1,text-davinci-002,grammatical,Intrusive Resumption,TS 3,grammatical
Ġthe,1.7212331,2,text-davinci-002,grammatical,Intrusive Resumption,TS 3,grammatical
Ġboy,11.289522,3,text-davinci-002,grammatical,Intrusive Resumption,TS 3,grammatical
Ġthat,2.4626212,4,text-davinci-002,grammatical,Intrusive Resumption,TS 3,grammatical
Ġthe,4.0535746,5,text-davinci-002,grammatical,Intrusive Resumption,TS 3,grammatical
Ġteachers,6.7728033,6,text-davinci-002,grammatical,Intrusive Resumption,TS 3,grammatical
Ġwho,5.373415,7,text-davinci-002,grammatical,Intrusive Resumption,TS 3,grammatical
Ġwere,2.7560093,8,text-davinci-002,grammatical,Intrusive Resumption,TS 3,grammatical
Ġteaching,3.7215486,9,text-davinci-002,grammatical,Intrusive Resumption,TS 3,grammatical
Ġmathematics,8.590624,10,text-davinci-002,grammatical,Intrusive Resumption,TS 3,grammatical
Ġpraised,10.205758,11,text-davinci-002,grammatical,Intrusive Resumption,TS 3,grammatical
This,4.883957,0,text-davinci-002,ungrammatical,Intrusive Resumption,TS 3,grammatical
Ġis,1.4485854,1,text-davinci-002,ungrammatical,Intrusive Resumption,TS 3,grammatical
Ġthe,1.7212331,2,text-davinci-002,ungrammatical,Intrusive Resumption,TS 3,grammatical
Ġboy,11.289522,3,text-davinci-002,ungrammatical,Intrusive Resumption,TS 3,grammatical
Ġthat,2.4626212,4,text-davinci-002,ungrammatical,Intrusive Resumption,TS 3,grammatical
Ġthe,4.0535746,5,text-davinci-002,ungrammatical,Intrusive Resumption,TS 3,grammatical
Ġteachers,6.7728033,6,text-davinci-002,ungrammatical,Intrusive Resumption,TS 3,grammatical
Ġwho,5.373415,7,text-davinci-002,ungrammatical,Intrusive Resumption,TS 3,grammatical
Ġwere,2.7560093,8,text-davinci-002,ungrammatical,Intrusive Resumption,TS 3,grammatical
Ġteaching,3.7215486,9,text-davinci-002,ungrammatical,Intrusive Resumption,TS 3,grammatical
Ġmathematics,8.590624,10,text-davinci-002,ungrammatical,Intrusive Resumption,TS 3,grammatical
Ġpraised,10.205758,11,text-davinci-002,ungrammatical,Intrusive Resumption,TS 3,grammatical
Ġhim,1.9675903,12,text-davinci-002,ungrammatical,Intrusive Resumption,TS 3,grammatical
These,7.619906,0,text-davinci-002,grammatical,Intrusive Resumption,TS 4,grammatical
Ġare,1.6038293,1,text-davinci-002,grammatical,Intrusive Resumption,TS 4,grammatical
Ġthe,1.0703164,2,text-davinci-002,grammatical,Intrusive Resumption,TS 4,grammatical
Ġflowers,7.710128,3,text-davinci-002,grammatical,Intrusive Resumption,TS 4,grammatical
Ġthat,1.1572766,4,text-davinci-002,grammatical,Intrusive Resumption,TS 4,grammatical
Ġthe,3.944698,5,text-davinci-002,grammatical,Intrusive Resumption,TS 4,grammatical
Ġgard,5.290535,6,text-davinci-002,grammatical,Intrusive Resumption,TS 4,grammatical
ener,0.0056529944,7,text-davinci-002,grammatical,Intrusive Resumption,TS 4,grammatical
Ġwho,4.549096,8,text-davinci-002,grammatical,Intrusive Resumption,TS 4,grammatical
Ġwas,3.5080833,9,text-davinci-002,grammatical,Intrusive Resumption,TS 4,grammatical
Ġworking,3.217538,10,text-davinci-002,grammatical,Intrusive Resumption,TS 4,grammatical
Ġon,0.96203643,11,text-davinci-002,grammatical,Intrusive Resumption,TS 4,grammatical
ĠJohn,9.021663,12,text-davinci-002,grammatical,Intrusive Resumption,TS 4,grammatical
's,1.6262075,13,text-davinci-002,grammatical,Intrusive Resumption,TS 4,grammatical
Ġflower,4.3822026,14,text-davinci-002,grammatical,Intrusive Resumption,TS 4,grammatical
bed,2.181266,15,text-davinci-002,grammatical,Intrusive Resumption,TS 4,grammatical
Ġplanted,3.9781535,16,text-davinci-002,grammatical,Intrusive Resumption,TS 4,grammatical
These,7.619906,0,text-davinci-002,ungrammatical,Intrusive Resumption,TS 4,grammatical
Ġare,1.6038293,1,text-davinci-002,ungrammatical,Intrusive Resumption,TS 4,grammatical
Ġthe,1.0703164,2,text-davinci-002,ungrammatical,Intrusive Resumption,TS 4,grammatical
Ġflowers,7.710128,3,text-davinci-002,ungrammatical,Intrusive Resumption,TS 4,grammatical
Ġthat,1.1572766,4,text-davinci-002,ungrammatical,Intrusive Resumption,TS 4,grammatical
Ġthe,3.944698,5,text-davinci-002,ungrammatical,Intrusive Resumption,TS 4,grammatical
Ġgard,5.290535,6,text-davinci-002,ungrammatical,Intrusive Resumption,TS 4,grammatical
ener,0.0056529944,7,text-davinci-002,ungrammatical,Intrusive Resumption,TS 4,grammatical
Ġwho,4.549096,8,text-davinci-002,ungrammatical,Intrusive Resumption,TS 4,grammatical
Ġwas,3.5080833,9,text-davinci-002,ungrammatical,Intrusive Resumption,TS 4,grammatical
Ġworking,3.2175379,10,text-davinci-002,ungrammatical,Intrusive Resumption,TS 4,grammatical
Ġon,0.9620378,11,text-davinci-002,ungrammatical,Intrusive Resumption,TS 4,grammatical
ĠJohn,9.021663,12,text-davinci-002,ungrammatical,Intrusive Resumption,TS 4,grammatical
's,1.6262066,13,text-davinci-002,ungrammatical,Intrusive Resumption,TS 4,grammatical
Ġflower,4.382204,14,text-davinci-002,ungrammatical,Intrusive Resumption,TS 4,grammatical
bed,2.1812675,15,text-davinci-002,ungrammatical,Intrusive Resumption,TS 4,grammatical
Ġplanted,3.9781535,16,text-davinci-002,ungrammatical,Intrusive Resumption,TS 4,grammatical
Ġthem,8.031199,17,text-davinci-002,ungrammatical,Intrusive Resumption,TS 4,grammatical
These,7.619905,0,text-davinci-002,grammatical,Intrusive Resumption,TS 5,grammatical
Ġare,1.6038308,1,text-davinci-002,grammatical,Intrusive Resumption,TS 5,grammatical
